,desc,n_nodes,label,pred,conv3_feats,TSNE1,TSNE2,Cluster,acc,Imp
532,FFVAPFPFEVFGK,13,0,1,"tensor([[ 0.0277, -0.0139,  0.0445, -0.0551, -0.0041,  0.0438,  0.0048, -0.1038,
          0.0414, -0.0047, -0.0075, -0.0260,  0.0404, -0.0124,  0.0045,  0.0020],
        [ 0.0126, -0.0193,  0.0360, -0.0650, -0.0058,  0.0694,  0.0143, -0.0934,
          0.0605,  0.0006,  0.0045, -0.0065,  0.0516, -0.0164, -0.0052,  0.0169],
        [-0.0321, -0.0351,  0.0109, -0.0941, -0.0108,  0.1450,  0.0422, -0.0628,
          0.1168,  0.0162,  0.0397,  0.0512,  0.0846, -0.0282, -0.0339,  0.0607],
        [-0.0542, -0.0429, -0.0015, -0.1085, -0.0132,  0.1824,  0.0560, -0.0477,
          0.1446,  0.0240,  0.0571,  0.0797,  0.1010, -0.0340, -0.0481,  0.0823],
        [ 0.0235,  0.0416,  0.0464, -0.0614,  0.0011,  0.0863, -0.0401, -0.1168,
          0.0735, -0.0485, -0.0384,  0.0121,  0.0238, -0.0306, -0.0234, -0.0117],
        [ 0.1510,  0.1636,  0.1236,  0.0170,  0.0230, -0.0817, -0.1840, -0.2256,
         -0.0510, -0.1542, -0.1852, -0.1082, -0.0971, -0.0202,  0.0243, -0.1607],
        [ 0.2249,  0.2149,  0.1669,  0.0637,  0.0338, -0.1912, -0.2512, -0.2833,
         -0.1323, -0.2000, -0.2586, -0.1892, -0.1605, -0.0082,  0.0607, -0.2410],
        [ 0.1900,  0.1456,  0.1431,  0.0444,  0.0242, -0.1674, -0.1818, -0.2434,
         -0.1150, -0.1425, -0.1968, -0.1768, -0.1149, -0.0003,  0.0635, -0.1890],
        [ 0.0960,  0.0354,  0.0847, -0.0121,  0.0060, -0.0561, -0.0588, -0.1576,
         -0.0328, -0.0486, -0.0764, -0.0998, -0.0189, -0.0019,  0.0372, -0.0728],
        [ 0.0227, -0.0157,  0.0417, -0.0584, -0.0047,  0.0523,  0.0080, -0.1004,
          0.0477, -0.0030, -0.0035, -0.0196,  0.0441, -0.0137,  0.0013,  0.0069],
        [-0.0052, -0.0267,  0.0183, -0.0943,  0.0049,  0.1369,  0.0109, -0.0905,
          0.1073, -0.0148,  0.0514,  0.0170,  0.0583, -0.0308, -0.0024,  0.0334],
        [-0.0045, -0.0293,  0.0009, -0.1348,  0.0341,  0.2218, -0.0228, -0.1122,
          0.1628, -0.0646,  0.1265,  0.0175,  0.0429, -0.0530,  0.0308,  0.0305],
        [ 0.0055, -0.0267,  0.0008, -0.1415,  0.0445,  0.2327, -0.0397, -0.1258,
          0.1684, -0.0841,  0.1431,  0.0051,  0.0308, -0.0576,  0.0478,  0.0201]])",11.293163,-1.3605248,2,0,-0.009321196
533,IFG,3,0,1,"tensor([[ 0.1110,  0.0156,  0.0913, -0.0008,  0.0051, -0.0973, -0.0473, -0.1609,
         -0.0637, -0.0339, -0.0732, -0.1337, -0.0213,  0.0096,  0.0581, -0.0797],
        [ 0.1731,  0.0876,  0.1298,  0.0366,  0.0170, -0.1712, -0.1278, -0.2174,
         -0.1183, -0.0954, -0.1522, -0.1850, -0.0845,  0.0109,  0.0757, -0.1562],
        [ 0.1496,  0.0906,  0.1175,  0.0206,  0.0156, -0.1245, -0.1226, -0.2044,
         -0.0834, -0.0961, -0.1405, -0.1482, -0.0710,  0.0013,  0.0557, -0.1367]])",13.085248,-15.536135,1,0,-0.039053857
534,FQKVVAK,7,0,0,"tensor([[ 0.0067, -0.0263,  0.0008, -0.1422,  0.0458,  0.2338, -0.0418, -0.1275,
          0.1689, -0.0864,  0.1449,  0.0035,  0.0293, -0.0581,  0.0498,  0.0188],
        [ 0.0207, -0.0225,  0.0014, -0.1498,  0.0592,  0.2453, -0.0641, -0.1457,
          0.1743, -0.1115,  0.1648, -0.0140,  0.0129, -0.0635,  0.0722,  0.0042],
        [-0.0031, -0.0290,  0.0004, -0.1368,  0.0363,  0.2257, -0.0261, -0.1147,
          0.1651, -0.0687,  0.1309,  0.0158,  0.0408, -0.0542,  0.0341,  0.0290],
        [-0.0294, -0.0362, -0.0007, -0.1225,  0.0110,  0.2040,  0.0160, -0.0803,
          0.1549, -0.0213,  0.0934,  0.0487,  0.0717, -0.0440, -0.0080,  0.0565],
        [-0.0318, -0.0368, -0.0008, -0.1213,  0.0088,  0.2021,  0.0197, -0.0773,
          0.1540, -0.0171,  0.0901,  0.0517,  0.0745, -0.0431, -0.0118,  0.0589],
        [ 0.0314, -0.0196,  0.0019, -0.1555,  0.0694,  0.2540, -0.0811, -0.1596,
          0.1784, -0.1307,  0.1799, -0.0273,  0.0004, -0.0676,  0.0892, -0.0069],
        [ 0.0507, -0.0144,  0.0027, -0.1660,  0.0880,  0.2700, -0.1120, -0.1848,
          0.1858, -0.1654,  0.2075, -0.0515, -0.0222, -0.0752,  0.1201, -0.0270]])",-12.572382,22.149305,0,1,0.013801091
535,NY,2,0,0,"tensor([[-0.0433, -0.0399, -0.0012, -0.1150, -0.0023,  0.1926,  0.0381, -0.0623,
          0.1496,  0.0036,  0.0737,  0.0661,  0.0880, -0.0386, -0.0302,  0.0709],
        [-0.0433, -0.0399, -0.0012, -0.1150, -0.0023,  0.1926,  0.0381, -0.0623,
          0.1496,  0.0036,  0.0737,  0.0661,  0.0880, -0.0386, -0.0302,  0.0709]])",11.140611,25.149136,2,1,0.02185767
536,FGRCVSP,7,0,0,"tensor([[ 0.1124,  0.1501,  0.0979, -0.0123,  0.0123, -0.0089, -0.1653, -0.2074,
         -0.0105, -0.1432, -0.1262, -0.0516, -0.0674, -0.0121, -0.0058, -0.1026],
        [ 0.0487,  0.1267,  0.0460, -0.0703, -0.0209,  0.1280, -0.1464, -0.1968,
          0.0360, -0.1302,  0.0396,  0.0570, -0.0155,  0.0448, -0.0677,  0.0412],
        [-0.1041,  0.0385, -0.0690, -0.1952, -0.0842,  0.4142, -0.0581, -0.1375,
          0.1574, -0.0660,  0.3709,  0.2791,  0.1168,  0.1362, -0.1859,  0.3358],
        [-0.1522, -0.0073, -0.1011, -0.2279, -0.0973,  0.4832, -0.0080, -0.1027,
          0.1982, -0.0282,  0.4476,  0.3296,  0.1631,  0.1459, -0.2080,  0.4071],
        [-0.1191, -0.0194, -0.0675, -0.1876, -0.0688,  0.3816,  0.0138, -0.0840,
          0.1803, -0.0105,  0.3155,  0.2452,  0.1422,  0.0849, -0.1540,  0.2973],
        [-0.0556, -0.0345, -0.0079, -0.1164, -0.0226,  0.2019,  0.0411, -0.0621,
          0.1376,  0.0135,  0.0977,  0.0971,  0.1007, -0.0084, -0.0613,  0.1126],
        [-0.0408, -0.0381,  0.0061, -0.0998, -0.0117,  0.1597,  0.0476, -0.0569,
          0.1277,  0.0192,  0.0465,  0.0624,  0.0910, -0.0305, -0.0395,  0.0691]])",-6.388754,30.345844,0,1,0.029159876
537,GHF,3,0,0,"tensor([[-0.0414, -0.0024, -0.0578, -0.2183,  0.0053,  0.4202, -0.0957, -0.1732,
          0.2042, -0.1351,  0.3908,  0.1394,  0.0545,  0.0451, -0.0293,  0.2013],
        [-0.0234,  0.0042, -0.0597, -0.2327,  0.0228,  0.4454, -0.1304, -0.2016,
          0.2136, -0.1737,  0.4309,  0.1203,  0.0320,  0.0420, -0.0006,  0.1886],
        [-0.0215, -0.0065, -0.0425, -0.2029,  0.0229,  0.3787, -0.0940, -0.1713,
          0.1981, -0.1362,  0.3387,  0.0952,  0.0392,  0.0158,  0.0030,  0.1468]])",-11.625983,30.45236,0,1,0.04059502
538,GLDIQK,6,0,1,"tensor([[ 0.1055,  0.0136,  0.0882, -0.0044,  0.0045, -0.0879, -0.0438, -0.1571,
         -0.0567, -0.0320, -0.0688, -0.1266, -0.0173,  0.0082,  0.0545, -0.0743],
        [ 0.1375,  0.0249,  0.1061,  0.0165,  0.0081, -0.1420, -0.0638, -0.1790,
         -0.0970, -0.0431, -0.0940, -0.1679, -0.0409,  0.0166,  0.0751, -0.1057],
        [ 0.0783,  0.0040,  0.0729, -0.0221,  0.0015, -0.0419, -0.0268, -0.1385,
         -0.0225, -0.0224, -0.0474, -0.0915,  0.0029,  0.0010,  0.0371, -0.0477],
        [ 0.0265, -0.0159,  0.0336, -0.0796,  0.0126,  0.0957, -0.0137, -0.1153,
          0.0755, -0.0330,  0.0373, -0.0237,  0.0326, -0.0257,  0.0227,  0.0019],
        [ 0.0181, -0.0228,  0.0006, -0.1496,  0.0567,  0.2460, -0.0615, -0.1436,
          0.1739, -0.1085,  0.1650, -0.0097,  0.0156, -0.0614,  0.0679,  0.0087],
        [ 0.0344, -0.0182,  0.0011, -0.1588,  0.0725,  0.2601, -0.0880, -0.1653,
          0.1804, -0.1383,  0.1892, -0.0300, -0.0036, -0.0675,  0.0940, -0.0080]])",13.014531,-0.0024090414,2,0,-0.008592725
539,PPG,3,1,1,"tensor([[ 0.1671,  0.2691,  0.1400,  0.0214,  0.0349, -0.0469, -0.2773, -0.2645,
         -0.0242, -0.2390, -0.2579, -0.0715, -0.1433, -0.0460, -0.0096, -0.2076],
        [ 0.2250,  0.3365,  0.1759,  0.0562,  0.0460, -0.1157, -0.3526, -0.3172,
         -0.0751, -0.2965, -0.3318, -0.1193, -0.2024, -0.0448,  0.0068, -0.2790],
        [ 0.1879,  0.2709,  0.1512,  0.0352,  0.0366, -0.0855, -0.2857, -0.2772,
         -0.0530, -0.2419, -0.2710, -0.1015, -0.1568, -0.0388,  0.0062, -0.2262]])",-12.533929,-21.972475,3,1,-0.0685999
540,GLP,3,0,0,"tensor([[-2.6839e-02, -3.3187e-02,  1.3901e-02, -9.0673e-02, -1.0196e-02,
          1.3610e-01,  3.8911e-02, -6.6440e-02,  1.1012e-01,  1.4370e-02,
          3.5507e-02,  4.4380e-02,  8.0726e-02, -2.6778e-02, -3.0534e-02,
          5.5492e-02],
        [ 6.1736e-04, -2.6136e-02,  1.2400e-02, -1.1169e-01,  2.0553e-02,
          1.7155e-01, -9.9084e-03, -1.0541e-01,  1.2911e-01, -4.2421e-02,
          8.5890e-02,  1.0226e-02,  4.6320e-02, -4.0813e-02,  1.8277e-02,
          2.6561e-02],
        [-1.4799e-02, -3.2186e-02, -5.3978e-05, -1.3048e-01,  2.5067e-02,
          2.1605e-01, -7.3890e-03, -9.9383e-02,  1.6058e-01, -4.7630e-02,
          1.1423e-01,  3.0429e-02,  5.4566e-02, -4.9668e-02,  1.5374e-02,
          4.1227e-02]])",1.8657593,19.13309,2,1,0.014706387
541,PQEVLP,6,0,0,"tensor([[ 0.0332, -0.0191,  0.0020, -0.1565,  0.0712,  0.2555, -0.0840, -0.1619,
          0.1791, -0.1339,  0.1825, -0.0296, -0.0017, -0.0684,  0.0921, -0.0088],
        [ 0.0215, -0.0220,  0.0038, -0.1449,  0.0562,  0.2347, -0.0610, -0.1440,
          0.1672, -0.1065,  0.1561, -0.0152,  0.0139, -0.0609,  0.0692,  0.0037],
        [-0.0048, -0.0274,  0.0133, -0.1061,  0.0135,  0.1616,  0.0009, -0.0969,
          0.1234, -0.0294,  0.0733,  0.0170,  0.0537, -0.0373,  0.0075,  0.0324],
        [-0.0298, -0.0342,  0.0123, -0.0926, -0.0105,  0.1411,  0.0407, -0.0644,
          0.1138,  0.0154,  0.0378,  0.0482,  0.0829, -0.0276, -0.0324,  0.0584],
        [-0.0166, -0.0310,  0.0105, -0.1050,  0.0059,  0.1631,  0.0154, -0.0843,
          0.1262, -0.0147,  0.0664,  0.0319,  0.0656, -0.0356, -0.0071,  0.0444],
        [-0.0331, -0.0372, -0.0008, -0.1205,  0.0074,  0.2010,  0.0219, -0.0755,
          0.1535, -0.0146,  0.0881,  0.0534,  0.0761, -0.0425, -0.0140,  0.0603]])",-4.1467524,19.582314,0,1,0.013910514
542,LF,2,1,1,"tensor([[ 0.0930,  0.0092,  0.0811, -0.0126,  0.0031, -0.0667, -0.0360, -0.1485,
         -0.0409, -0.0276, -0.0589, -0.1103, -0.0080,  0.0049,  0.0465, -0.0620],
        [ 0.0930,  0.0092,  0.0811, -0.0126,  0.0031, -0.0667, -0.0360, -0.1485,
         -0.0409, -0.0276, -0.0589, -0.1103, -0.0080,  0.0049,  0.0465, -0.0620]])",15.654762,-9.841953,1,1,-0.02085169
543,QG,2,0,0,"tensor([[-0.0547, -0.0430, -0.0017, -0.1088, -0.0133,  0.1832,  0.0563, -0.0474,
          0.1452,  0.0241,  0.0575,  0.0803,  0.1013, -0.0341, -0.0484,  0.0828],
        [-0.0547, -0.0430, -0.0017, -0.1088, -0.0133,  0.1832,  0.0563, -0.0474,
          0.1452,  0.0241,  0.0575,  0.0803,  0.1013, -0.0341, -0.0484,  0.0828]])",14.689329,25.966671,2,1,0.02370653
544,IQ,2,1,0,"tensor([[ 0.0093, -0.0256,  0.0010, -0.1436,  0.0482,  0.2359, -0.0459, -0.1308,
          0.1699, -0.0910,  0.1485,  0.0003,  0.0263, -0.0591,  0.0539,  0.0161],
        [ 0.0093, -0.0256,  0.0010, -0.1436,  0.0482,  0.2359, -0.0459, -0.1308,
          0.1699, -0.0910,  0.1485,  0.0003,  0.0263, -0.0591,  0.0539,  0.0161]])",-13.396355,22.165462,0,0,0.013342808
545,DFVAP,5,0,0,"tensor([[ 1.6383e-01,  3.4254e-02,  1.2092e-01,  3.3643e-02,  1.0975e-02,
         -1.8662e-01, -8.0255e-02, -1.9705e-01, -1.3019e-01, -5.2354e-02,
         -1.1479e-01, -2.0187e-01, -6.0411e-02,  2.3577e-02,  9.2000e-02,
         -1.3148e-01],
        [ 1.4124e-01,  2.6264e-02,  1.0824e-01,  1.8916e-02,  8.4668e-03,
         -1.4839e-01, -6.6138e-02, -1.8158e-01, -1.0172e-01, -4.4449e-02,
         -9.6984e-02, -1.7270e-01, -4.3691e-02,  1.7612e-02,  7.7484e-02,
         -1.0933e-01],
        [ 2.9864e-02, -1.3131e-02,  4.5728e-02, -5.3703e-02, -3.8998e-03,
          4.0125e-02,  3.4726e-03, -1.0528e-01,  3.8653e-02, -5.4725e-03,
         -9.1885e-03, -2.8850e-02,  3.8754e-02, -1.1803e-02,  5.9057e-03,
         -1.1102e-04],
        [-3.3390e-02, -3.5813e-02,  8.2598e-03, -9.9465e-02, -7.7046e-03,
          1.5670e-01,  3.9326e-02, -6.4295e-02,  1.2460e-01,  1.1181e-02,
          4.9039e-02,  5.2992e-02,  8.3939e-02, -3.0981e-02, -3.1123e-02,
          6.1682e-02],
        [-5.0050e-02, -4.1775e-02, -1.5328e-03, -1.1134e-01, -8.8311e-03,
          1.8704e-01,  4.8912e-02, -5.3409e-02,  1.4700e-01,  1.5779e-02,
          6.4052e-02,  7.4542e-02,  9.5904e-02, -3.5937e-02, -4.1016e-02,
          7.7967e-02]])",15.699641,0.8310722,2,1,-0.007740791
546,RGPPGGFF,8,1,1,"tensor([[ 0.2082,  0.2704,  0.1621,  0.0490,  0.0381, -0.1247, -0.2919, -0.2889,
         -0.0823, -0.2429, -0.2824, -0.1323, -0.1692, -0.0311,  0.0227, -0.2438],
        [ 0.2557,  0.3369,  0.1924,  0.0769,  0.0484, -0.1742, -0.3631, -0.3354,
         -0.1187, -0.2990, -0.3497, -0.1650, -0.2215, -0.0336,  0.0312, -0.3059],
        [ 0.2393,  0.3233,  0.1826,  0.0667,  0.0458, -0.1514, -0.3463, -0.3219,
         -0.1018, -0.2870, -0.3321, -0.1484, -0.2067, -0.0355,  0.0241, -0.2874],
        [ 0.2311,  0.2992,  0.1765,  0.0626,  0.0427, -0.1506, -0.3235, -0.3104,
         -0.1014, -0.2673, -0.3129, -0.1500, -0.1933, -0.0313,  0.0282, -0.2727],
        [ 0.2476,  0.2822,  0.1840,  0.0748,  0.0423, -0.1927, -0.3147, -0.3153,
         -0.1329, -0.2549, -0.3121, -0.1843, -0.1976, -0.0201,  0.0489, -0.2817],
        [ 0.2778,  0.2829,  0.2002,  0.0951,  0.0446, -0.2500, -0.3253, -0.3332,
         -0.1756, -0.2576, -0.3299, -0.2291, -0.2165, -0.0091,  0.0728, -0.3082],
        [ 0.2937,  0.2963,  0.2097,  0.1050,  0.0472, -0.2721, -0.3417, -0.3463,
         -0.1921, -0.2693, -0.3472, -0.2452, -0.2310, -0.0072,  0.0796, -0.3263],
        [ 0.2346,  0.2414,  0.1741,  0.0685,  0.0372, -0.1932, -0.2764, -0.2963,
         -0.1335, -0.2217, -0.2801, -0.1884, -0.1755, -0.0126,  0.0566, -0.2577]])",-12.899717,-25.684088,3,1,-0.08383638
547,RPFFGG,6,1,1,"tensor([[ 0.2324,  0.3237,  0.1790,  0.0620,  0.0453, -0.1379, -0.3444, -0.3180,
         -0.0917, -0.2869, -0.3284, -0.1378, -0.2026, -0.0382,  0.0184, -0.2815],
        [ 0.3091,  0.3947,  0.2253,  0.1093,  0.0582, -0.2405, -0.4290, -0.3828,
         -0.1677, -0.3486, -0.4153, -0.2116, -0.2745, -0.0312,  0.0482, -0.3704],
        [ 0.3318,  0.3682,  0.2355,  0.1263,  0.0573, -0.3004, -0.4143, -0.3887,
         -0.2126, -0.3291, -0.4124, -0.2608, -0.2794, -0.0148,  0.0782, -0.3819],
        [ 0.3304,  0.3103,  0.2304,  0.1289,  0.0513, -0.3336, -0.3656, -0.3717,
         -0.2378, -0.2830, -0.3767, -0.2920, -0.2586,  0.0021,  0.1027, -0.3626],
        [ 0.3250,  0.2538,  0.2234,  0.1287,  0.0452, -0.3584, -0.3166, -0.3528,
         -0.2568, -0.2378, -0.3396, -0.3165, -0.2357,  0.0172,  0.1235, -0.3402],
        [ 0.2526,  0.1751,  0.1788,  0.0848,  0.0319, -0.2689, -0.2271, -0.2884,
         -0.1906, -0.1703, -0.2506, -0.2536, -0.1639,  0.0141,  0.1005, -0.2527]])",-14.484485,-29.95256,3,1,-0.09814068
548,PSY,3,0,0,"tensor([[-0.0547, -0.0430, -0.0017, -0.1088, -0.0133,  0.1832,  0.0563, -0.0474,
          0.1452,  0.0241,  0.0575,  0.0803,  0.1013, -0.0341, -0.0484,  0.0828],
        [-0.0532, -0.0426, -0.0017, -0.1097, -0.0118,  0.1845,  0.0539, -0.0494,
          0.1458,  0.0214,  0.0596,  0.0784,  0.0995, -0.0347, -0.0460,  0.0812],
        [-0.0528, -0.0425, -0.0016, -0.1098, -0.0115,  0.1848,  0.0533, -0.0498,
          0.1459,  0.0208,  0.0601,  0.0780,  0.0991, -0.0349, -0.0454,  0.0808]])",13.227767,25.369455,2,1,0.02352322
549,RPFFRPFF,8,1,1,"tensor([[ 0.2324,  0.3237,  0.1790,  0.0620,  0.0453, -0.1379, -0.3444, -0.3180,
         -0.0917, -0.2869, -0.3284, -0.1378, -0.2026, -0.0382,  0.0184, -0.2815],
        [ 0.3028,  0.3973,  0.2221,  0.1049,  0.0580, -0.2268, -0.4290, -0.3798,
         -0.1575, -0.3502, -0.4132, -0.2007, -0.2715, -0.0343,  0.0421, -0.3657],
        [ 0.3157,  0.3883,  0.2283,  0.1142,  0.0581, -0.2571, -0.4258, -0.3849,
         -0.1801, -0.3439, -0.4152, -0.2252, -0.2763, -0.0268,  0.0563, -0.3742],
        [ 0.2950,  0.3671,  0.2157,  0.1015,  0.0544, -0.2307, -0.4013, -0.3668,
         -0.1606, -0.3256, -0.3905, -0.2064, -0.2562, -0.0281,  0.0492, -0.3495],
        [ 0.3039,  0.3769,  0.2211,  0.1069,  0.0561, -0.2416, -0.4123, -0.3748,
         -0.1687, -0.3340, -0.4015, -0.2141, -0.2651, -0.0277,  0.0520, -0.3603],
        [ 0.3214,  0.3890,  0.2314,  0.1180,  0.0586, -0.2676, -0.4282, -0.3884,
         -0.1880, -0.3448, -0.4189, -0.2333, -0.2801, -0.0249,  0.0606, -0.3793],
        [ 0.3489,  0.3975,  0.2467,  0.1359,  0.0615, -0.3148, -0.4444, -0.4069,
         -0.2231, -0.3535, -0.4398, -0.2694, -0.3000, -0.0173,  0.0788, -0.4059],
        [ 0.2780,  0.3120,  0.2025,  0.0934,  0.0476, -0.2323, -0.3496, -0.3414,
         -0.1622, -0.2807, -0.3475, -0.2126, -0.2267, -0.0178,  0.0600, -0.3175]])",-17.386347,-29.066368,3,1,-0.10349678
550,HQAAGW,6,0,0,"tensor([[ 4.8546e-02,  2.1331e-02, -5.2979e-02, -2.6519e-01,  9.1644e-02,
          4.8997e-01, -2.3687e-01, -2.8842e-01,  2.3781e-01, -2.9433e-01,
          5.1290e-01,  2.5393e-02, -5.0337e-02,  8.5264e-03,  1.1456e-01,
          1.0511e-01],
        [ 6.1547e-02,  1.8209e-02, -4.2234e-02, -2.5384e-01,  1.0311e-01,
          4.5998e-01, -2.3408e-01, -2.8584e-01,  2.3313e-01, -2.9335e-01,
          4.7480e-01, -4.4979e-03, -5.9964e-02, -1.1744e-02,  1.3575e-01,
          6.7720e-02],
        [ 1.9609e-02, -1.2340e-02, -1.4674e-02, -1.7815e-01,  5.9790e-02,
          3.0847e-01, -9.9423e-02, -1.7501e-01,  1.8910e-01, -1.4789e-01,
          2.5236e-01,  8.8258e-03,  5.3683e-03, -3.9121e-02,  6.9793e-02,
          4.2908e-02],
        [-1.8176e-02, -3.3105e-02, -1.9566e-04, -1.2865e-01,  2.1819e-02,
          2.1327e-01, -1.9948e-03, -9.4978e-02,  1.5928e-01, -4.1555e-02,
          1.0942e-01,  3.4656e-02,  5.8527e-02, -4.8352e-02,  9.9712e-03,
          4.4747e-02],
        [-3.7574e-02, -3.7357e-02,  5.5059e-03, -1.0313e-01, -7.5055e-03,
          1.6575e-01,  4.1183e-02, -6.1912e-02,  1.3116e-01,  1.1515e-02,
          5.4063e-02,  5.8427e-02,  8.6699e-02, -3.2596e-02, -3.3065e-02,
          6.5738e-02],
        [-3.9319e-02, -3.7601e-02,  6.8970e-03, -9.8809e-02, -1.1581e-02,
          1.5722e-01,  4.6710e-02, -5.7891e-02,  1.2585e-01,  1.8737e-02,
          4.5344e-02,  6.0497e-02,  8.9964e-02, -3.0074e-02, -3.8554e-02,
          6.7729e-02]])",-13.67526,27.500929,0,1,0.021069476
551,EA,2,1,1,"tensor([[ 0.2501,  0.0648,  0.1693,  0.0899,  0.0206, -0.3326, -0.1342, -0.2561,
         -0.2389, -0.0825, -0.1828, -0.3133, -0.1243,  0.0464,  0.1474, -0.2161],
        [ 0.2501,  0.0648,  0.1693,  0.0899,  0.0206, -0.3326, -0.1342, -0.2561,
         -0.2389, -0.0825, -0.1828, -0.3133, -0.1243,  0.0464,  0.1474, -0.2161]])",11.678667,-31.352777,1,1,-0.06826855
552,GFG,3,1,1,"tensor([[ 0.2556,  0.2080,  0.1828,  0.0847,  0.0354, -0.2541, -0.2555, -0.2993,
         -0.1793, -0.1966, -0.2721, -0.2390, -0.1770,  0.0052,  0.0883, -0.2655],
        [ 0.3211,  0.2596,  0.2217,  0.1257,  0.0455, -0.3472, -0.3202, -0.3521,
         -0.2484, -0.2421, -0.3409, -0.3072, -0.2353,  0.0139,  0.1177, -0.3386],
        [ 0.2556,  0.2080,  0.1828,  0.0847,  0.0354, -0.2541, -0.2555, -0.2993,
         -0.1793, -0.1966, -0.2721, -0.2390, -0.1770,  0.0052,  0.0883, -0.2655]])",-9.283902,-29.85318,3,1,-0.087152265
553,GF,2,1,1,"tensor([[ 0.2733,  0.2456,  0.1951,  0.0944,  0.0405, -0.2647, -0.2927, -0.3202,
         -0.1869, -0.2277, -0.3049, -0.2439, -0.2009,  0.0005,  0.0858, -0.2927],
        [ 0.2733,  0.2456,  0.1951,  0.0944,  0.0405, -0.2647, -0.2927, -0.3202,
         -0.1869, -0.2277, -0.3049, -0.2439, -0.2009,  0.0005,  0.0858, -0.2927]])",-10.318783,-29.322464,3,1,-0.08746286
554,IRP,3,0,0,"tensor([[-4.0562e-02, -2.7554e-02,  3.3005e-03, -1.0885e-01, -4.5190e-03,
          1.8420e-01,  3.1295e-02, -6.4557e-02,  1.4440e-01,  1.9688e-05,
          5.5486e-02,  6.8761e-02,  8.3975e-02, -3.8414e-02, -3.7419e-02,
          6.5053e-02],
        [-9.8671e-03,  2.9375e-02,  2.4600e-02, -9.0100e-02,  2.4031e-03,
          1.5750e-01, -2.4963e-02, -9.7593e-02,  1.2521e-01, -4.5306e-02,
          7.3642e-04,  5.5524e-02,  4.5983e-02, -4.3297e-02, -3.9343e-02,
          2.0691e-02],
        [-6.9485e-03,  4.3702e-02,  3.0217e-02, -8.2007e-02, -9.4969e-04,
          1.4583e-01, -3.1804e-02, -9.9552e-02,  1.1795e-01, -4.8040e-02,
         -2.2194e-02,  5.8899e-02,  4.1932e-02, -4.2571e-02, -4.8745e-02,
          1.4189e-02]])",4.388359,15.1392355,2,1,0.0103350105
555,KVREGTTY,8,0,0,"tensor([[ 0.0139, -0.0244,  0.0011, -0.1460,  0.0526,  0.2396, -0.0532, -0.1368,
          0.1716, -0.0992,  0.1550, -0.0054,  0.0210, -0.0608,  0.0612,  0.0114],
        [ 0.0049, -0.0268,  0.0008, -0.1412,  0.0440,  0.2323, -0.0389, -0.1251,
          0.1682, -0.0831,  0.1423,  0.0058,  0.0314, -0.0573,  0.0469,  0.0207],
        [ 0.0023, -0.0248,  0.0180, -0.0998,  0.0131,  0.1460, -0.0022, -0.1010,
          0.1121, -0.0300,  0.0646,  0.0076,  0.0489, -0.0345,  0.0108,  0.0254],
        [-0.0176, -0.0302,  0.0172, -0.0890, -0.0061,  0.1296,  0.0296, -0.0750,
          0.1044,  0.0059,  0.0362,  0.0326,  0.0723, -0.0267, -0.0211,  0.0462],
        [-0.0212, -0.0312,  0.0171, -0.0870, -0.0096,  0.1266,  0.0354, -0.0703,
          0.1030,  0.0124,  0.0311,  0.0371,  0.0766, -0.0253, -0.0269,  0.0500],
        [-0.0547, -0.0430, -0.0017, -0.1088, -0.0133,  0.1832,  0.0563, -0.0474,
          0.1452,  0.0241,  0.0575,  0.0803,  0.1013, -0.0341, -0.0484,  0.0828],
        [-0.0547, -0.0430, -0.0017, -0.1088, -0.0133,  0.1832,  0.0563, -0.0474,
          0.1452,  0.0241,  0.0575,  0.0803,  0.1013, -0.0341, -0.0484,  0.0828],
        [-0.0547, -0.0430, -0.0017, -0.1088, -0.0133,  0.1832,  0.0563, -0.0474,
          0.1452,  0.0241,  0.0575,  0.0803,  0.1013, -0.0341, -0.0484,  0.0828]])",3.254253,20.71054,2,1,0.016773298
