desc,n_nodes,label,pred,conv3_feats,avg_desc_act,Cluster,acc,kmeansbitter,ClusterName,Imp
RGPPFIV,7,1,1,"[[ 0.20819475  0.27039897  0.16207689  0.04898825  0.03810974 -0.12471993
  -0.29191786 -0.28893965 -0.08225827 -0.24287295 -0.282378   -0.13226962
  -0.16921633 -0.03112438  0.02269557 -0.24377549]
 [ 0.2853099   0.35801655  0.20980951  0.09554994  0.05275094 -0.21774389
  -0.39045984 -0.3585978  -0.15102495 -0.3177578  -0.3794643  -0.19712982
  -0.24709159 -0.02893812  0.04548    -0.33822447]
 [ 0.2903711   0.3304361   0.2104845   0.10065892  0.05035397 -0.24455978
  -0.36911744 -0.35387152 -0.17123877 -0.2962148  -0.36578515 -0.2205716
  -0.24071696 -0.01875285  0.06176404 -0.3340224 ]
 [ 0.27771062  0.23510285  0.1966789   0.09800074  0.03979518 -0.27958572
  -0.28539926 -0.31985378 -0.19807969 -0.21966419 -0.30114928 -0.25651616
  -0.20003721  0.00527599  0.09393953 -0.29325628]
 [ 0.25304633  0.12558304  0.17540285  0.08812848  0.02690213 -0.30047202
  -0.18588483 -0.27484018 -0.21447448 -0.13102204 -0.22107129 -0.28267998
  -0.14704657  0.02912961  0.12281154 -0.2376172 ]
 [ 0.23871358  0.06073917  0.16295052  0.08246553  0.01928887 -0.31335515
  -0.12705407 -0.24834728 -0.22456716 -0.078558   -0.17381473 -0.29857504
  -0.11583931  0.04335292  0.14012204 -0.20490995]
 [ 0.18859856  0.04301346  0.13482203  0.04979087  0.01372458 -0.22853501
  -0.09573328 -0.21401772 -0.16140558 -0.06102061 -0.13431151 -0.23385271
  -0.07874348  0.03011776  0.10791589 -0.15576701]]","[-0.07118803 -0.09871973 -0.09817392 -0.08793986 -0.07338154 -0.06483676
 -0.04971273]",4.0,1,6,Cluster-4,-0.077707514
GHKIATFQER,10,0,0,"[[ 0.02036155 -0.00267174 -0.02913812 -0.20472363  0.0619917   0.3669281
  -0.13408716 -0.20374757  0.20317091 -0.1838641   0.33389348  0.02724271
  -0.00350069 -0.01780278  0.07043801  0.07600023]
 [ 0.05447428  0.00294671 -0.02209939 -0.21312456  0.09422328  0.3726293
  -0.17562485 -0.23750031  0.2109849  -0.23183194  0.3513251  -0.0229344
  -0.04041367 -0.03945046  0.12522262  0.02734198]
 [ 0.05009201 -0.00951441 -0.00502152 -0.17959267  0.08825002  0.30014434
  -0.12877887 -0.1987355   0.19289026 -0.18272099  0.24927743 -0.04050392
  -0.02576483 -0.06347878  0.1188789  -0.00843184]
 [ 0.01809594 -0.02323811  0.00132595 -0.14834283  0.0566986   0.24312568
  -0.05992602 -0.14228389  0.17325348 -0.10680076  0.1610524  -0.01073451
   0.01599199 -0.06248048  0.06799345  0.00694402]
 [-0.02978786 -0.03626348 -0.00068277 -0.12234462  0.01065308  0.20371388
   0.01655073 -0.07983454  0.1548037  -0.02066818  0.09289357  0.04918622
   0.07214313 -0.04382928 -0.00860353  0.0568494 ]
 [-0.05169829 -0.04222357 -0.00160191 -0.11044849 -0.01041619  0.18568003
   0.05154458 -0.05125928  0.14636151  0.01874393  0.06170581  0.07660445
   0.09783649 -0.03529496 -0.04365239  0.07968485]
 [-0.05468385 -0.0430357  -0.00172716 -0.1088275  -0.01328713  0.1832227
   0.05631291 -0.04736555  0.14521118  0.02411431  0.05745609  0.08034051
   0.10133751 -0.03413206 -0.04842822  0.08279645]
 [-0.02408398 -0.0322125   0.0154479  -0.0888766  -0.00988962  0.13143212
   0.03718866 -0.06832694  0.10664515  0.0134061   0.03333571  0.04082152
   0.07868706 -0.02605077 -0.02876337  0.05279012]
 [-0.01845269 -0.03022071  0.01860861 -0.08520504 -0.00926438  0.12190112
   0.03366923 -0.07218446  0.09954786  0.01143547  0.02889685  0.03354886
   0.07451871 -0.02456357 -0.02514446  0.04726807]
 [-0.01030992 -0.02734061  0.02317898 -0.07989602 -0.00836028  0.10811941
   0.02858018 -0.07776238  0.08928527  0.00858597  0.0224783   0.02303267
   0.06849132 -0.0224131  -0.01991155  0.03928324]]","[0.02378068 0.01601054 0.00981185 0.01191718 0.01967372 0.02322291
 0.02370653 0.01447191 0.01277247 0.01031509]",1.0,1,3,Cluster-1,0.016568288
RGPFPIIV,8,1,1,"[[ 0.23208664  0.2834285   0.17582455  0.06428355  0.04122377 -0.16231199
  -0.31067026 -0.30658332 -0.11021309 -0.2548685  -0.3039654  -0.16048983
  -0.18847933 -0.02619416  0.03601791 -0.26863283]
 [ 0.3243252   0.37929374  0.23225933  0.12052709  0.05783612 -0.27913147
  -0.42108238 -0.38740978 -0.19667499 -0.33734646 -0.4147164  -0.24321318
  -0.27854797 -0.02088712  0.06723531 -0.3788163 ]
 [ 0.34889406  0.3623519   0.24415925  0.13812461  0.05798175 -0.33664113
  -0.41505125 -0.3970895  -0.2397138  -0.32559776 -0.4186633  -0.2896967
  -0.2879015  -0.00667634  0.09439699 -0.39491016]
 [ 0.29713643  0.24945123  0.20813361  0.11020568  0.04270534 -0.307818
  -0.30377886 -0.3352467  -0.2190405  -0.23239768 -0.32096    -0.27730027
  -0.21699318  0.00815351  0.1031058  -0.3146386 ]
 [ 0.22624557  0.11984229  0.16063583  0.07042429  0.02430308 -0.25278836
  -0.17225437 -0.2575242  -0.17893551 -0.12461105 -0.20219468 -0.2459155
  -0.12849662  0.02092526  0.10392933 -0.21250293]
 [ 0.1780655   0.03928791  0.12891005  0.04292342  0.01255509 -0.21070774
  -0.08915035 -0.20680243 -0.14813043 -0.05733464 -0.12600882 -0.22024956
  -0.07094678  0.02733603  0.10114689 -0.14543825]
 [ 0.20330779  0.04821613  0.143078    0.05938119  0.01535775 -0.25343055
  -0.10492623 -0.22409377 -0.17994411 -0.066168   -0.14590608 -0.25284934
  -0.08963145  0.0340024   0.11736868 -0.1701909 ]
 [ 0.1706944   0.03668075  0.12477282  0.0381175   0.01173668 -0.1982321
  -0.08454359 -0.20175311 -0.13884039 -0.05475518 -0.12019853 -0.21072996
  -0.06549058  0.02538935  0.09640987 -0.13821015]]","[-0.07872149 -0.11102182 -0.11662705 -0.09433013 -0.06555735 -0.04653401
 -0.05415178 -0.04430952]",4.0,1,6,Cluster-4,-0.076406635
LKVGVKQY,8,0,0,"[[ 2.68877670e-03 -2.74291690e-02  6.79620309e-04 -1.39977604e-01
   4.18829322e-02  2.30444476e-01 -3.53187509e-02 -1.22190103e-01
   1.67317048e-01 -7.90866166e-02  1.39121518e-01  8.54567438e-03
   3.40592563e-02 -5.64792491e-02  4.33474965e-02  2.30016448e-02]
 [-6.99886307e-03 -3.00644059e-02  2.73224199e-04 -1.34717762e-01
   3.25672030e-02  2.22470850e-01 -1.98463015e-02 -1.09555617e-01
   1.63584366e-01 -6.16606511e-02  1.25331923e-01  2.06685737e-02
   4.54195105e-02 -5.27058206e-02  2.78507359e-02  3.30982842e-02]
 [-2.64347494e-02 -3.53513658e-02 -5.42110531e-04 -1.24165177e-01
   1.38774700e-02  2.06473738e-01  1.11953728e-02 -8.42076242e-02
   1.56095654e-01 -2.66997069e-02  9.76664722e-02  4.49902117e-02
   6.82110861e-02 -4.51353565e-02 -3.23974341e-03  5.33547215e-02]
 [-4.04336080e-02 -3.91593426e-02 -1.12936203e-03 -1.16564579e-01
   4.16034833e-04  1.94951668e-01  3.35533954e-02 -6.59505129e-02
   1.50701851e-01 -1.51879340e-03  7.77401924e-02  6.25080764e-02
   8.46269056e-02 -3.96826640e-02 -2.56329179e-02  6.79445863e-02]
 [-4.16856259e-04 -2.82739662e-02  5.49338991e-04 -1.38291419e-01
   3.88965234e-02  2.27888316e-01 -3.03586386e-02 -1.18139774e-01
   1.66120440e-01 -7.35002607e-02  1.34700894e-01  1.24319941e-02
   3.77010927e-02 -5.52695729e-02  3.83795910e-02  2.62383968e-02]
 [ 1.53359659e-02 -2.39888765e-02  1.21016940e-03 -1.46844327e-01
   5.40445819e-02  2.40854025e-01 -5.55179752e-02 -1.38684377e-01
   1.72190055e-01 -1.01836175e-01  1.57123789e-01 -7.28073716e-03
   1.92284733e-02 -6.14054501e-02  6.35784715e-02  9.82051343e-03]
 [ 2.17070617e-02 -2.22558063e-02  1.47743640e-03 -1.50303468e-01
   6.01710826e-02  2.46097893e-01 -6.56934530e-02 -1.46993458e-01
   1.74644858e-01 -1.13296390e-01  1.66192546e-01 -1.52533874e-02
   1.17573813e-02 -6.38870522e-02  7.37699419e-02  3.18044424e-03]
 [-1.11640990e-02 -3.11974362e-02  9.84927174e-05 -1.32456273e-01
   2.85618696e-02  2.19042569e-01 -1.31938793e-02 -1.04123384e-01
   1.61979496e-01 -5.41683026e-02  1.19403034e-01  2.58808583e-02
   5.03038876e-02 -5.10834195e-02  2.11878382e-02  3.74393687e-02]]","[0.01441293 0.0159822  0.01913056 0.02139818 0.01491601 0.01236426
 0.01133223 0.01665691]",1.0,1,3,Cluster-1,0.01577416
LPYPY,5,0,0,"[[ 0.00641992 -0.02641422  0.00083614 -0.14200342  0.04547083  0.23351547
  -0.04127787 -0.12705621  0.16875467 -0.08579814  0.14443251  0.0038766
   0.02968392 -0.05793256  0.04931599  0.01911297]
 [-0.00073877 -0.02158967  0.00311615 -0.13366903  0.03578753  0.22142708
  -0.03127718 -0.1170065   0.1623588  -0.07216012  0.12140186  0.01637949
   0.03761228 -0.05443486  0.03112722  0.02481388]
 [ 0.003353    0.02136128  0.02712815 -0.08994754  0.00921161  0.1470228
  -0.03065578 -0.1080569   0.11554682 -0.05152604  0.01461637  0.03181824
   0.03702053 -0.04121011 -0.01812094  0.01101589]
 [ 0.02710706  0.06655711  0.05012831 -0.06046898  0.00392046  0.09491189
  -0.06210655 -0.12589553  0.08012387 -0.0685377  -0.05554071  0.02113847
   0.01299856 -0.03683329 -0.03165536 -0.02257881]
 [ 0.04052397  0.0815431   0.05841405 -0.05235203  0.0064418   0.07856666
  -0.07903597 -0.137943    0.06803785 -0.08136162 -0.07227698  0.00970515
  -0.00046162 -0.03637512 -0.02757665 -0.03893098]]",[ 0.01380854  0.01394676  0.00491109 -0.0066707  -0.01144259],2.0,1,7,Cluster-2,0.002910619
KPPFIV,6,1,1,"[[ 0.09144314  0.03196557  0.017835   -0.16501366  0.11265718  0.27124017
  -0.18452922 -0.23422837  0.18257847 -0.23477456  0.19861194 -0.08406744
  -0.07244632 -0.08735746  0.15025033 -0.0786618 ]
 [ 0.09700815  0.06348402  0.03491384 -0.13567562  0.09654914  0.22130539
  -0.18879572 -0.23155597  0.15084714 -0.22545159  0.12683547 -0.07624433
  -0.07618158 -0.0792308   0.11959134 -0.09134158]
 [ 0.11612004  0.07642272  0.08492622 -0.0328223   0.03432799 -0.00133599
  -0.12720042 -0.19781     0.00227354 -0.12254027 -0.05553427 -0.1039601
  -0.05761597 -0.02474063  0.05948015 -0.1054218 ]
 [ 0.17314418  0.07137592  0.12864229  0.03763101  0.0154167  -0.18135847
  -0.1142998  -0.21286812 -0.12599288 -0.0824654  -0.14248006 -0.19442233
  -0.07896113  0.01584458  0.0829747  -0.15116856]
 [ 0.23871358  0.06073917  0.16295052  0.08246553  0.01928887 -0.31335515
  -0.12705407 -0.24834728 -0.22456716 -0.078558   -0.17381473 -0.29857504
  -0.11583931  0.04335292  0.14012204 -0.20490995]
 [ 0.18859856  0.04301346  0.13482203  0.04979087  0.01372458 -0.22853501
  -0.09573328 -0.21401772 -0.16140558 -0.06102061 -0.13431151 -0.23385271
  -0.07874348  0.03011776  0.10791589 -0.15576701]]",[-0.00528106 -0.01212142 -0.02846444 -0.04743671 -0.06483676 -0.04971273],3.0,1,2,Cluster-3,-0.034642186
KLHENIAR,8,1,0,"[[ 0.02737134 -0.02071501  0.00171505 -0.15337884  0.06561791  0.25076
  -0.07474005 -0.15438074  0.17682733 -0.12348521  0.1742552  -0.02234154
   0.00511514 -0.06609334  0.08283077 -0.00272298]
 [ 0.02524579 -0.0212932   0.00162589 -0.1522248   0.06357396  0.2490105
  -0.07134525 -0.15160862  0.17600834 -0.11966179  0.17122966 -0.01968167
   0.00760768 -0.06526542  0.07943064 -0.00050768]
 [-0.0029189  -0.02771531  0.00832372 -0.11880318  0.0235854   0.18766215
  -0.01161287 -0.1054825   0.14018853 -0.04701758  0.09758358  0.01495463
   0.04719618 -0.0443784   0.01985748  0.02978091]
 [ 0.00888203 -0.02160868  0.02723512 -0.08283575  0.00477017  0.10816798
   0.00401388 -0.09891617  0.08637814 -0.01686631  0.03595125 -0.00123472
   0.04869291 -0.02579691  0.00479781  0.01966676]
 [-0.00404983 -0.02512641  0.02669263 -0.07581448 -0.00766522  0.09752414
   0.02466775 -0.08205064  0.08139546  0.0063953   0.01754377  0.01494791
   0.06385751 -0.02075983 -0.01588854  0.03314457]
 [-0.00044611 -0.02538539  0.01896447 -0.09590087  0.00870527  0.13865706
   0.00416246 -0.09614471  0.10775185 -0.02206906  0.05622924  0.01104667
   0.05307054 -0.03208012  0.00439586  0.02845388]
 [ 0.01722662 -0.02347458  0.00128948 -0.14787084  0.05586264  0.24241015
  -0.05853759 -0.14115015  0.17291853 -0.10523704  0.15981498 -0.00964665
   0.0170114  -0.06214187  0.06660284  0.00785004]
 [ 0.03338812 -0.01907832  0.00196746 -0.15664563  0.0714037   0.25571224
  -0.08434965 -0.16222773  0.17914562 -0.1343081   0.18281962 -0.0298708
  -0.00194046 -0.06843694  0.09245548 -0.00899377]]","[0.01041469 0.010759   0.01320024 0.00633109 0.00842588 0.00996319
 0.012058   0.00944005]",1.0,0,4,Cluster-1,0.010074019
EPKAIP,6,0,0,"[[ 1.04088448e-02 -2.53291521e-02  1.00347679e-03 -1.44169167e-01
   4.93066162e-02  2.36798644e-01 -4.76487093e-02 -1.32258505e-01
   1.70291618e-01 -9.29733515e-02  1.50110438e-01 -1.11504644e-03
   2.50062868e-02 -5.94862886e-02  5.56968413e-02  1.49556473e-02]
 [ 4.86700498e-02 -1.49213187e-02  2.60853302e-03 -1.64942861e-01
   8.60989541e-02  2.68290371e-01 -1.08756915e-01 -1.82158202e-01
   1.85033798e-01 -1.61796972e-01  2.04572260e-01 -4.89942804e-02
  -1.98608860e-02 -7.43893981e-02  1.16901115e-01 -2.49208808e-02]
 [ 6.57019317e-02 -1.02882981e-02  3.32301902e-03 -1.74190193e-01
   1.02476962e-01  2.82308817e-01 -1.35959059e-01 -2.04370916e-01
   1.91596240e-01 -1.92433625e-01  2.28815779e-01 -7.03075752e-02
  -3.98333743e-02 -8.10234696e-02  1.44146010e-01 -4.26717997e-02]
 [ 3.80237363e-02 -1.78173371e-02  2.16191984e-03 -1.59162492e-01
   7.58613572e-02  2.59527683e-01 -9.17533338e-02 -1.68273419e-01
   1.80931732e-01 -1.42646551e-01  1.89418048e-01 -3.56717035e-02
  -7.37642497e-03 -7.02425539e-02  9.98707861e-02 -1.38250887e-02]
 [-1.21822096e-02 -3.14743817e-02  5.57828462e-05 -1.31903499e-01
   2.75828484e-02  2.18204588e-01 -1.15678199e-02 -1.02795571e-01
   1.61587209e-01 -5.23369350e-02  1.17953837e-01  2.71548964e-02
   5.14977872e-02 -5.06868549e-02  1.95592232e-02  3.85004655e-02]
 [-4.82699797e-02 -4.12909947e-02 -1.45809748e-03 -1.12309873e-01
  -7.11949216e-03  1.88501775e-01  4.60691154e-02 -5.57304323e-02
   1.47682458e-01  1.25771398e-02  6.65857345e-02  7.23143369e-02
   9.38162580e-02 -3.66303250e-02 -3.81683148e-02  7.61118010e-02]]",[0.01316239 0.00696459 0.00420565 0.00868915 0.01682184 0.02266757],1.0,1,3,Cluster-1,0.012085199
RGPFPIV,7,1,1,"[[ 0.23208664  0.2834285   0.17582455  0.06428355  0.04122377 -0.16231199
  -0.31067026 -0.30658332 -0.11021309 -0.2548685  -0.3039654  -0.16048983
  -0.18847933 -0.02619416  0.03601791 -0.26863283]
 [ 0.3243252   0.37929374  0.23225933  0.12052709  0.05783612 -0.27913147
  -0.42108238 -0.38740978 -0.19667499 -0.33734646 -0.4147164  -0.24321318
  -0.27854797 -0.02088712  0.06723531 -0.3788163 ]
 [ 0.34889406  0.3623519   0.24415925  0.13812461  0.05798175 -0.33664113
  -0.41505125 -0.3970895  -0.2397138  -0.32559776 -0.4186633  -0.2896967
  -0.2879015  -0.00667634  0.09439699 -0.39491016]
 [ 0.32027793  0.25763637  0.22112243  0.12529376  0.04527475 -0.34698516
  -0.31824178 -0.35109898 -0.24820642 -0.24049586 -0.33920127 -0.3071869
  -0.23412284  0.01426508  0.11797754 -0.33733124]
 [ 0.27965805  0.13873433  0.19061512  0.10524884  0.03023349 -0.34318954
  -0.20563602 -0.2941126  -0.246253   -0.14330238 -0.24429713 -0.3148964
  -0.16803324  0.03503127  0.13825457 -0.26487935]
 [ 0.25114566  0.06513642  0.16992839  0.09057115  0.0206692  -0.3343966
  -0.13482386 -0.25686345 -0.24023573 -0.08290853 -0.18361433 -0.31463075
  -0.12504172  0.04663618  0.14811145 -0.21710092]
 [ 0.19947435  0.04686024  0.14092639  0.05688184  0.01493212 -0.24694245
  -0.10253042 -0.22146782 -0.17511271 -0.06482652 -0.14288439 -0.24789858
  -0.08679391  0.03299001  0.11490516 -0.16643184]]","[-0.07872149 -0.11102182 -0.11662705 -0.10131391 -0.0816765  -0.06858859
 -0.05299491]",4.0,1,6,Cluster-4,-0.087277755
QSEPKAIP,8,0,0,"[[-5.46838529e-02 -4.30357009e-02 -1.72715914e-03 -1.08827502e-01
  -1.32871326e-02  1.83222696e-01  5.63129149e-02 -4.73655537e-02
   1.45211175e-01  2.41143070e-02  5.74560948e-02  8.03405121e-02
   1.01337515e-01 -3.41320597e-02 -4.84282188e-02  8.27964544e-02]
 [-5.46838529e-02 -4.30357009e-02 -1.72715914e-03 -1.08827502e-01
  -1.32871326e-02  1.83222696e-01  5.63129149e-02 -4.73655537e-02
   1.45211175e-01  2.41143070e-02  5.74560948e-02  8.03405121e-02
   1.01337515e-01 -3.41320597e-02 -4.84282188e-02  8.27964544e-02]
 [-2.48152427e-02 -3.49108279e-02 -4.74172179e-04 -1.25044480e-01
   1.54348034e-02  2.07806706e-01  8.60880315e-03 -8.63197595e-02
   1.56719655e-01 -2.96128541e-02  9.99717116e-02  4.29635942e-02
   6.63119555e-02 -4.57661673e-02 -6.49113208e-04  5.16668409e-02]
 [ 2.66687684e-02 -2.09061243e-02  1.68557954e-03 -1.52997389e-01
   6.49423078e-02  2.50181735e-01 -7.36179352e-02 -1.53464437e-01
   1.76556617e-01 -1.22221410e-01  1.73255131e-01 -2.14623436e-02
   5.93902916e-03 -6.58196807e-02  8.17068964e-02 -1.99073553e-03]
 [ 6.39335066e-02 -1.07693523e-02  3.24883359e-03 -1.73230052e-01
   1.00776426e-01  2.80853271e-01 -1.33134633e-01 -2.02064574e-01
   1.90914854e-01 -1.89252585e-01  2.26298556e-01 -6.80946037e-02
  -3.77596244e-02 -8.03346485e-02  1.41317159e-01 -4.08287197e-02]
 [ 3.93017940e-02 -1.74696799e-02  2.21553445e-03 -1.59856409e-01
   7.70903453e-02  2.60579616e-01 -9.37945545e-02 -1.69940263e-01
   1.81424171e-01 -1.44945502e-01  1.91237256e-01 -3.72710377e-02
  -8.87515396e-03 -7.07403719e-02  1.01915225e-01 -1.51571035e-02]
 [-1.21822096e-02 -3.14743817e-02  5.57828462e-05 -1.31903499e-01
   2.75828484e-02  2.18204588e-01 -1.15678199e-02 -1.02795571e-01
   1.61587209e-01 -5.23369350e-02  1.17953837e-01  2.71548964e-02
   5.14977872e-02 -5.06868549e-02  1.95592232e-02  3.85004655e-02]
 [-4.82699797e-02 -4.12909947e-02 -1.45809748e-03 -1.12309873e-01
  -7.11949216e-03  1.88501775e-01  4.60691154e-02 -5.57304323e-02
   1.47682458e-01  1.25771398e-02  6.65857345e-02  7.23143369e-02
   9.38162580e-02 -3.66303250e-02 -3.81683148e-02  7.61118010e-02]]","[0.02370653 0.02370653 0.01886822 0.0105285  0.00449211 0.00848212
 0.01682184 0.02266757]",1.0,1,3,Cluster-1,0.016159179
YYG,3,1,1,"[[ 0.18083988  0.04219188  0.13060902  0.04461387  0.01305683 -0.21420874
  -0.09248847 -0.20923927 -0.15072139 -0.05983172 -0.12935235 -0.22272593
  -0.07366294  0.02748948  0.10207675 -0.1487588 ]
 [ 0.23997433  0.06275496  0.16377391  0.08319083  0.019587   -0.31451356
  -0.12915185 -0.24964884 -0.22541665 -0.08024532 -0.1757529  -0.29929972
  -0.11731351  0.04321292  0.14023574 -0.20663613]
 [ 0.19452895  0.04703371  0.1382924   0.05353904  0.01457673 -0.2373776
  -0.10104385 -0.21861649 -0.16797416 -0.0646221  -0.14014277 -0.24040502
  -0.08379576  0.0311047   0.11087395 -0.16218233]]",[-0.047507   -0.06532805 -0.05163816],3.0,1,2,Cluster-3,-0.0548244
IVY,3,0,1,"[[ 0.08588828  0.00668477  0.07717296 -0.01717548  0.00232063 -0.05469693
  -0.0315416  -0.14365962 -0.03195648 -0.02507789 -0.05335003 -0.10120492
  -0.00271592  0.00299243  0.0419097  -0.055049  ]
 [ 0.07543337  0.00298685  0.07130485 -0.02399202  0.00115982 -0.03700189
  -0.02500751 -0.13649783 -0.0187798  -0.02141927 -0.04510893 -0.08770265
   0.00502295  0.00023133  0.0351909  -0.04479688]
 [ 0.03034875 -0.01295961  0.04599981 -0.05338686 -0.00384594  0.03930424
   0.0031694  -0.10561419  0.03804182 -0.00564224 -0.00957094 -0.02947699
   0.03839521 -0.01167532  0.00621752 -0.00058677]]",[-0.0187162  -0.01556104 -0.00195513],2.0,0,7,Cluster-2,-0.012077458
FGF,3,1,1,"[[ 0.25011122  0.2435113   0.18252784  0.07888693  0.03856137 -0.22158311
  -0.28331083 -0.30601662 -0.15473612 -0.22442952 -0.2903249  -0.21041358
  -0.18586919 -0.00748717  0.06814089 -0.27186227]
 [ 0.31388038  0.3047529   0.22117278  0.11808103  0.04953909 -0.30547482
  -0.3554434  -0.3604915  -0.21688329 -0.277454   -0.3638638  -0.27050248
  -0.24640319 -0.00230125  0.091957   -0.3464666 ]
 [ 0.25011122  0.2435113   0.18252784  0.07888693  0.03856137 -0.22158311
  -0.28331083 -0.30601662 -0.15473612 -0.22442952 -0.2903249  -0.21041358
  -0.18586919 -0.00748717  0.06814089 -0.27186227]]",[-0.08089336 -0.10286882 -0.08089336],4.0,1,6,Cluster-4,-0.08821852
LYPVK,5,0,0,"[[-0.04015997 -0.03789859  0.00642478 -0.09935804 -0.01167454  0.15864089
   0.04723581 -0.05731463  0.12690626  0.01903178  0.04600763  0.06158328
   0.09058674 -0.03029637 -0.03909453  0.0685543 ]
 [-0.03142755 -0.03574089  0.005407   -0.10728397 -0.00101042  0.17253278
   0.03069801 -0.07035353  0.1346568  -0.00053737  0.06433205  0.05076259
   0.0791941  -0.0354397  -0.0225752   0.05928899]
 [-0.01899876 -0.03236     0.00592839 -0.1140321   0.01094123  0.18276256
   0.01084759 -0.08656298  0.13944566 -0.02289409  0.08202347  0.03520947
   0.06461941 -0.04028084 -0.00269357  0.04633547]
 [ 0.00520033 -0.02674598  0.00078498 -0.14134124  0.04429806  0.23251167
  -0.03933002 -0.12546563  0.16828476 -0.08360437  0.14269651  0.00540277
   0.03111408 -0.05745752  0.04736508  0.02038406]
 [ 0.00469984 -0.02688212  0.00076398 -0.1410695   0.04381678  0.23209973
  -0.03853067 -0.12481289  0.16809192 -0.08270408  0.1419841   0.00602908
   0.03170098 -0.05726257  0.04656446  0.02090568]]",[0.01932342 0.01828148 0.01626818 0.0140061  0.01408717],1.0,1,3,Cluster-1,0.01639327
PQPIP,5,0,0,"[[ 0.07182537 -0.0086226   0.0035799  -0.17751488  0.10836531  0.28734884
  -0.14573899 -0.21235701  0.19395562 -0.20344836  0.237532   -0.07797032
  -0.04701405 -0.08340861  0.15394133 -0.04905376]
 [ 0.06346418 -0.01089701  0.00322915 -0.17297524  0.10032513  0.28046697
  -0.1323851  -0.2014525   0.19073403 -0.1884084   0.22563054 -0.06750733
  -0.03720928 -0.08015186  0.14056644 -0.0403396 ]
 [ 0.00542028 -0.02668614  0.00079421 -0.14146066  0.04450957  0.2326927
  -0.03968132 -0.12575248  0.1683695  -0.08400002  0.1430096   0.00512753
   0.03085614 -0.0575432   0.04771693  0.02015482]
 [-0.00932654 -0.02820604  0.01601698 -0.09700408  0.00438315  0.14382069
   0.0135255  -0.08763298  0.11248965 -0.0132788   0.05455466  0.02235825
   0.06134006 -0.03186184 -0.00506462  0.03740371]
 [-0.0173247  -0.02982174  0.01924173 -0.0844696  -0.00913914  0.11999199
   0.03296426 -0.07295714  0.09812622  0.01104074  0.0280077   0.03209209
   0.07368375 -0.02426567 -0.02441956  0.04616196]]",[0.00321374 0.00456813 0.01397047 0.01209486 0.01243205],1.0,1,3,Cluster-1,0.009255851
AMPKPW,6,0,0,"[[ 0.086044   -0.00475484  0.00417637 -0.18523481  0.1220381   0.29905182
  -0.16844805 -0.23090076  0.19943412 -0.22902462  0.25777116 -0.09576321
  -0.06368762 -0.08894691  0.1766861  -0.06387271]
 [ 0.11275636  0.00251147  0.00529695 -0.19973812  0.14772496  0.32103798
  -0.21111119 -0.26573864  0.20972648 -0.27707434  0.29579407 -0.12919044
  -0.09501196 -0.09935161  0.2194163  -0.0917128 ]
 [ 0.09526013 -0.00224787  0.00456298 -0.19023864  0.13090041  0.30663732
  -0.1831674  -0.24292028  0.20298511 -0.24560243  0.27088955 -0.10729604
  -0.07449492 -0.09253667  0.19142859 -0.07347791]
 [ 0.06102681  0.01588403  0.01358404 -0.15362722  0.08663619  0.25334942
  -0.1342985  -0.19538239  0.17505297 -0.18093967  0.17012165 -0.05009197
  -0.03624087 -0.07632783  0.10936303 -0.04493211]
 [ 0.02552135  0.03467414  0.02293439 -0.1156655   0.0407335   0.19809555
  -0.08361028 -0.14607957  0.1460912  -0.11387578  0.06563863  0.00922973
   0.00343584 -0.05951829  0.02426336 -0.01532146]
 [-0.0080878   0.03809328  0.02631087 -0.08916749  0.0032218   0.15893896
  -0.03258964 -0.10092363  0.12639388 -0.05200843 -0.00602053  0.05786265
   0.04198276 -0.04511144 -0.0419969   0.01644183]]",[ 0.00091051 -0.00341653 -0.00058238  0.0008236   0.00228417  0.00583376],1.0,1,3,Cluster-1,0.00097552314
